quarter_second,FHR,UC,second,minute
0,144.75,6.0,0,0
1,144.75,6.0,0,0
2,149.0,6.5,0,0
3,149.75,6.5,0,0
4,149.75,6.5,1,0
5,150.0,6.5,1,0
6,150.25,6.5,1,0
7,150.25,6.5,1,0
8,150.25,7.0,2,0
9,152.5,6.5,2,0
10,152.5,6.0,2,0
11,149.25,6.5,2,0
12,149.25,6.0,3,0
13,149.0,6.0,3,0
14,150.5,6.0,3,0
15,150.5,7.0,3,0
16,151.0,7.0,4,0
17,151.0,6.0,4,0
18,151.0,6.0,4,0
19,151.5,6.0,4,0
20,151.5,6.0,5,0
21,151.75,6.0,5,0
22,152.25,6.5,5,0
23,152.25,6.0,5,0
24,149.75,6.0,6,0
25,150.5,6.0,6,0
26,150.5,6.0,6,0
27,152.0,5.5,6,0
28,151.25,5.5,7,0
29,151.25,5.0,7,0
30,151.75,5.5,7,0
31,151.75,5.0,7,0
32,152.25,5.5,8,0
33,153.75,7.0,8,0
34,153.75,6.0,8,0
35,153.75,5.5,8,0
36,153.75,6.0,9,0
37,153.75,6.0,9,0
38,154.75,6.5,9,0
39,154.75,6.5,9,0
40,154.75,6.0,10,0
41,155.25,6.0,10,0
42,155.25,6.0,10,0
43,155.25,6.0,10,0
44,155.75,6.0,11,0
45,155.75,6.0,11,0
46,155.75,6.0,11,0
47,155.25,6.0,11,0
48,155.25,6.0,12,0
49,155.5,6.0,12,0
50,155.5,6.0,12,0
51,155.5,7.0,12,0
52,154.5,8.0,13,0
53,154.75,8.5,13,0
54,154.75,8.0,13,0
55,155.0,8.0,13,0
56,155.0,8.0,14,0
57,156.5,8.0,14,0
58,156.5,8.5,14,0
59,155.75,8.5,14,0
60,155.75,8.5,15,0
61,155.75,8.5,15,0
62,155.25,8.5,15,0
63,155.25,8.5,15,0
64,155.75,9.0,16,0
65,156.25,10.0,16,0
66,156.25,10.0,16,0
67,156.0,9.0,16,0
68,156.0,9.0,17,0
69,155.5,9.0,17,0
70,155.25,9.5,17,0
71,155.25,10.0,17,0
72,154.75,10.0,18,0
73,154.5,10.0,18,0
74,154.5,10.0,18,0
75,154.25,9.5,18,0
76,153.75,10.0,19,0
77,153.75,10.5,19,0
78,153.5,10.5,19,0
79,153.5,11.0,19,0
80,153.5,11.5,20,0
81,152.5,11.5,20,0
82,152.5,11.5,20,0
83,153.25,11.5,20,0
84,153.25,12.0,21,0
85,153.25,12.5,21,0
86,153.25,13.0,21,0
87,152.75,14.0,21,0
88,152.75,14.5,22,0
89,153.25,15.0,22,0
90,153.25,15.0,22,0
91,153.25,15.5,22,0
92,152.75,16.5,23,0
93,153.0,16.5,23,0
94,153.0,16.0,23,0
