quarter_second,FHR,UC,second,minute
0,126.0,5.0,0,0
1,126.0,5.0,0,0
2,126.0,5.0,0,0
3,126.0,5.0,0,0
4,125.0,5.0,1,0
5,125.0,5.0,1,0
6,123.0,5.0,1,0
7,123.0,5.0,1,0
8,123.0,5.0,2,0
9,123.0,5.0,2,0
10,123.0,5.0,2,0
11,123.0,5.0,2,0
12,125.0,5.0,3,0
13,125.0,5.0,3,0
14,128.0,5.0,3,0
15,128.0,5.0,3,0
16,126.0,5.0,4,0
17,126.0,5.0,4,0
18,126.0,5.0,4,0
19,126.0,5.0,4,0
20,126.0,5.0,5,0
21,128.0,5.0,5,0
22,128.0,5.0,5,0
23,131.0,5.0,5,0
24,131.0,5.0,6,0
25,129.0,5.0,6,0
26,129.0,5.0,6,0
27,130.0,5.0,6,0
28,130.0,5.0,7,0
29,129.0,5.0,7,0
30,129.0,5.0,7,0
31,127.0,5.0,7,0
32,128.0,5.0,8,0
33,128.0,5.0,8,0
34,125.0,5.0,8,0
35,125.0,5.0,8,0
36,125.0,5.0,9,0
37,125.0,5.0,9,0
38,123.0,5.0,9,0
39,123.0,5.0,9,0
40,127.0,5.0,10,0
41,127.0,5.0,10,0
42,127.0,5.0,10,0
43,127.0,5.0,10,0
44,128.0,5.0,11,0
45,128.0,5.0,11,0
46,128.0,5.0,11,0
47,128.0,5.0,11,0
48,127.0,5.0,12,0
49,127.0,5.0,12,0
50,127.0,5.0,12,0
51,126.0,5.0,12,0
52,126.0,5.0,13,0
53,124.0,5.0,13,0
54,124.0,5.0,13,0
55,125.0,5.0,13,0
56,125.0,5.0,14,0
57,125.0,5.0,14,0
58,125.0,5.0,14,0
59,126.0,5.0,14,0
60,126.0,5.0,15,0
61,127.0,5.0,15,0
62,127.0,5.0,15,0
63,126.0,5.0,15,0
64,126.0,5.0,16,0
65,127.0,5.0,16,0
66,127.0,5.0,16,0
67,126.0,5.0,16,0
68,127.0,5.0,17,0
69,127.0,5.0,17,0
70,128.0,5.0,17,0
71,128.0,5.0,17,0
72,128.0,5.0,18,0
73,128.0,5.0,18,0
74,128.0,5.0,18,0
75,128.0,5.0,18,0
76,128.0,5.0,19,0
77,128.0,5.0,19,0
78,129.0,5.0,19,0
79,129.0,5.0,19,0
80,129.0,5.0,20,0
81,129.0,5.0,20,0
82,129.0,5.0,20,0
83,130.0,5.0,20,0
84,130.0,5.0,21,0
85,131.0,5.0,21,0
86,131.0,5.0,21,0
87,129.0,5.0,21,0
88,129.0,5.0,22,0
89,127.0,5.0,22,0
90,127.0,5.0,22,0
91,128.0,5.0,22,0
92,128.0,5.0,23,0
93,127.0,5.0,23,0
94,127.0,5.0,23,0
95,127.0,5.0,23,0
96,129.0,5.0,24,0
97,129.0,5.0,24,0
98,129.0,5.0,24,0
99,129.0,5.0,24,0
100,127.0,5.0,25,0
101,127.0,5.0,25,0
102,126.0,5.0,25,0
103,126.0,5.0,25,0
104,127.0,5.0,26,0
105,127.0,5.0,26,0
106,126.0,5.0,26,0
107,126.0,5.0,26,0
108,126.0,5.0,27,0
109,126.0,5.0,27,0
110,125.0,5.0,27,0
111,125.0,5.0,27,0
112,127.0,5.0,28,0
113,128.0,5.0,28,0
114,128.0,5.0,28,0
115,128.0,5.0,28,0
116,128.0,5.0,29,0
117,128.0,5.0,29,0
118,128.0,5.0,29,0
119,130.0,5.0,29,0
120,130.0,5.0,30,0
121,129.0,5.0,30,0
122,129.0,5.0,30,0
123,131.0,5.0,30,0
124,129.0,5.0,31,0
125,129.0,5.0,31,0
126,130.0,5.0,31,0
127,130.0,5.0,31,0
128,128.0,5.0,32,0
129,128.0,5.0,32,0
130,129.0,5.0,32,0
131,129.0,5.0,32,0
132,127.0,5.0,33,0
133,127.0,5.0,33,0
134,126.0,5.0,33,0
135,126.0,5.0,33,0
136,127.0,5.0,34,0
137,127.0,5.0,34,0
138,127.0,5.0,34,0
139,127.0,5.0,34,0
140,125.0,5.0,35,0
141,128.0,5.0,35,0
142,128.0,5.0,35,0
143,128.0,5.0,35,0
144,128.0,5.0,36,0
145,127.0,5.0,36,0
146,127.0,5.0,36,0
147,129.0,5.0,36,0
148,129.0,5.0,37,0
149,130.0,5.0,37,0
150,130.0,5.0,37,0
151,131.0,5.0,37,0
152,131.0,5.0,38,0
153,131.0,5.0,38,0
154,131.0,5.0,38,0
155,131.0,5.0,38,0
156,129.0,5.0,39,0
157,129.0,5.0,39,0
158,131.0,5.0,39,0
159,131.0,5.0,39,0
160,131.0,5.0,40,0
161,131.0,5.0,40,0
162,132.0,5.0,40,0
163,132.0,5.0,40,0
164,128.0,5.0,41,0
165,128.0,5.0,41,0
166,128.0,5.0,41,0
167,128.0,5.0,41,0
168,128.0,5.0,42,0
169,128.0,5.0,42,0
170,128.0,5.0,42,0
171,127.0,5.0,42,0
172,127.0,5.0,43,0
173,127.0,5.0,43,0
174,127.0,5.0,43,0
175,125.0,5.0,43,0
176,125.0,5.0,44,0
177,128.0,5.0,44,0
178,128.0,5.0,44,0
179,127.0,5.0,44,0
180,129.0,5.0,45,0
181,129.0,5.0,45,0
182,128.0,5.0,45,0
183,128.0,5.0,45,0
184,129.0,5.0,46,0
185,129.0,5.0,46,0
186,127.0,5.0,46,0
187,127.0,5.0,46,0
188,128.0,5.0,47,0
189,128.0,5.0,47,0
190,124.0,5.0,47,0
191,124.0,5.0,47,0
192,121.0,5.0,48,0
193,121.0,5.0,48,0
194,120.0,5.0,48,0
195,120.0,5.0,48,0
196,118.0,5.0,49,0
197,118.0,5.0,49,0
198,120.0,5.0,49,0
199,120.0,5.0,49,0
200,123.0,5.0,50,0
201,123.0,5.0,50,0
202,123.0,5.0,50,0
203,123.0,5.0,50,0
204,124.0,5.0,51,0
205,124.0,5.0,51,0
206,125.0,5.0,51,0
207,125.0,5.0,51,0
208,0.0,5.0,52,0
209,0.0,5.0,52,0
210,0.0,5.0,52,0
211,0.0,5.0,52,0
212,0.0,5.0,53,0
213,0.0,5.0,53,0
214,0.0,5.0,53,0
215,0.0,5.0,53,0
216,0.0,5.0,54,0
217,0.0,5.0,54,0
218,0.0,5.0,54,0
219,0.0,5.0,54,0
