quarter_second,FHR,UC,second,minute
0,143.75,15.0,0,0
1,143.5,14.0,0,0
2,143.5,13.5,0,0
3,142.25,13.5,0,0
4,142.25,13.5,1,0
5,141.75,14.0,1,0
6,142.0,14.5,1,0
7,142.0,15.5,1,0
8,142.5,16.0,2,0
9,142.5,15.5,2,0
10,142.5,15.0,2,0
11,143.0,14.5,2,0
12,143.0,14.5,3,0
13,142.75,14.5,3,0
14,142.75,14.5,3,0
15,142.5,15.0,3,0
16,142.25,15.5,4,0
17,142.25,16.5,4,0
18,142.0,16.5,4,0
19,142.0,15.5,4,0
20,142.5,15.5,5,0
21,143.0,15.0,5,0
22,143.0,15.0,5,0
23,143.25,15.5,5,0
24,143.25,15.5,6,0
25,142.75,16.5,6,0
26,142.5,17.0,6,0
27,142.5,17.5,6,0
28,143.25,17.0,7,0
29,143.25,16.5,7,0
30,143.75,16.5,7,0
31,143.75,16.5,7,0
32,143.75,16.5,8,0
33,144.5,16.5,8,0
34,144.5,17.0,8,0
35,143.75,18.0,8,0
36,143.0,19.0,9,0
37,143.0,19.5,9,0
38,143.0,19.0,9,0
39,143.0,18.5,9,0
40,143.0,18.0,10,0
41,143.0,18.5,10,0
42,144.5,18.5,10,0
43,144.0,19.0,10,0
44,144.0,20.0,11,0
45,143.25,21.0,11,0
46,143.25,22.0,11,0
47,144.0,22.0,11,0
48,143.0,21.0,12,0
49,143.0,21.0,12,0
50,141.75,21.5,12,0
51,141.75,22.0,12,0
52,143.0,22.0,13,0
53,144.75,23.0,13,0
54,144.75,23.0,13,0
55,144.5,23.0,13,0
56,144.5,24.0,14,0
57,143.5,25.0,14,0
58,144.25,25.5,14,0
59,144.25,25.0,14,0
60,144.75,24.5,15,0
61,144.75,25.0,15,0
62,144.75,25.5,15,0
63,145.0,26.5,15,0
64,145.0,27.5,16,0
65,144.5,27.5,16,0
66,144.5,27.0,16,0
67,143.25,27.0,16,0
68,142.25,27.0,17,0
69,142.25,27.0,17,0
70,143.25,28.0,17,0
71,143.25,29.0,17,0
72,143.0,30.5,18,0
73,141.75,30.0,18,0
74,141.75,29.5,18,0
75,140.75,29.5,18,0
76,140.75,29.5,19,0
77,140.75,30.0,19,0
78,141.5,31.0,19,0
79,141.5,32.5,19,0
80,141.5,33.5,20,0
81,141.5,33.0,20,0
82,140.75,32.5,20,0
83,139.0,33.0,20,0
84,139.0,33.5,21,0
85,140.5,34.5,21,0
86,140.5,37.0,21,0
87,140.5,39.5,21,0
88,140.5,41.5,22,0
89,139.25,43.0,22,0
90,139.0,44.0,22,0
91,139.0,43.0,22,0
92,140.5,44.5,23,0
93,140.5,47.5,23,0
94,139.5,50.5,23,0
95,139.5,54.5,23,0
96,142.75,57.0,24,0
97,145.0,56.0,24,0
98,145.0,55.5,24,0
99,145.25,55.5,24,0
100,145.25,57.0,25,0
101,145.0,60.0,25,0
102,144.0,61.5,25,0
103,144.0,63.0,25,0
104,142.5,63.5,26,0
105,141.5,64.5,26,0
106,141.5,64.0,26,0
107,139.75,65.0,26,0
108,139.75,65.0,27,0
109,140.5,63.5,27,0
110,140.5,62.5,27,0
111,142.0,63.5,27,0
112,142.75,65.5,28,0
113,142.75,63.5,28,0
114,142.75,63.5,28,0
115,142.25,67.0,28,0
116,142.25,65.5,29,0
117,141.0,64.0,29,0
118,141.0,67.5,29,0
119,141.0,68.0,29,0
120,141.0,67.0,30,0
121,141.25,68.0,30,0
122,140.75,70.5,30,0
123,140.75,71.0,30,0
124,138.25,68.5,31,0
125,138.25,70.5,31,0
126,138.75,73.0,31,0
127,138.75,71.5,31,0
128,138.75,70.5,32,0
129,138.75,72.5,32,0
130,138.75,74.0,32,0
131,138.75,70.0,32,0
132,139.0,70.0,33,0
133,139.0,76.0,33,0
134,139.0,74.5,33,0
135,139.0,73.5,33,0
136,139.0,76.0,34,0
137,133.75,78.5,34,0
138,133.75,76.5,34,0
139,134.25,72.5,34,0
140,134.25,73.5,35,0
141,135.25,80.0,35,0
142,136.0,78.0,35,0
143,136.0,77.0,35,0
144,135.75,80.5,36,0
145,135.75,81.5,36,0
146,135.5,78.5,36,0
147,135.5,78.0,36,0
148,136.25,80.5,37,0
149,136.5,84.5,37,0
150,136.5,82.5,37,0
151,136.5,81.0,37,0
152,136.25,82.0,38,0
153,136.25,85.5,38,0
154,136.0,83.5,38,0
155,136.0,81.5,38,0
156,136.75,84.5,39,0
157,136.75,86.5,39,0
158,136.0,84.0,39,0
159,136.5,83.5,39,0
160,136.5,84.5,40,0
161,136.75,87.0,40,0
162,136.75,81.5,40,0
163,136.0,82.0,40,0
164,136.0,86.0,41,0
165,135.75,85.5,41,0
166,135.75,84.0,41,0
167,135.5,86.0,41,0
168,135.25,89.5,42,0
169,135.25,88.5,42,0
170,135.0,84.5,42,0
171,135.0,85.0,42,0
172,134.75,86.5,43,0
173,134.75,82.5,43,0
174,133.5,82.0,43,0
175,134.25,84.5,43,0
176,134.25,83.5,44,0
177,135.25,79.5,44,0
178,135.25,80.0,44,0
179,134.75,82.0,44,0
180,134.75,82.5,45,0
181,134.25,80.0,45,0
182,134.25,78.5,45,0
183,134.0,79.0,45,0
184,134.0,80.0,46,0
185,134.0,77.5,46,0
186,133.75,77.0,46,0
187,133.75,76.0,46,0
188,133.5,75.5,47,0
189,133.5,72.0,47,0
190,135.0,70.5,47,0
191,135.0,71.5,47,0
192,135.0,71.5,48,0
193,133.75,68.0,48,0
194,133.75,68.0,48,0
195,133.25,70.0,48,0
196,133.25,72.0,49,0
197,132.75,69.0,49,0
198,132.75,69.5,49,0
199,132.75,71.0,49,0
200,132.75,70.0,50,0
201,132.75,69.0,50,0
202,132.0,69.5,50,0
203,132.0,72.0,50,0
204,132.75,72.0,51,0
205,132.75,71.5,51,0
206,133.0,68.5,51,0
207,133.0,70.5,51,0
208,135.5,70.0,52,0
209,137.5,66.0,52,0
210,137.5,66.0,52,0
211,135.75,68.5,52,0
212,135.75,65.0,53,0
213,136.5,61.5,53,0
214,136.5,64.5,53,0
215,135.0,66.0,53,0
216,135.0,63.0,54,0
217,135.0,61.5,54,0
218,134.75,61.5,54,0
219,134.75,63.0,54,0
220,134.5,61.0,55,0
221,134.5,58.0,55,0
222,133.5,58.0,55,0
223,133.5,60.0,55,0
224,133.0,58.5,56,0
225,133.0,56.0,56,0
226,134.25,55.5,56,0
227,135.0,56.5,56,0
228,135.0,55.0,57,0
229,138.0,51.5,57,0
230,138.0,51.5,57,0
231,137.75,53.0,57,0
232,137.75,52.0,58,0
233,137.75,50.0,58,0
234,137.75,50.5,58,0
235,137.75,52.0,58,0
236,138.0,51.0,59,0
237,138.0,48.0,59,0
238,137.75,47.5,59,0
239,137.75,49.5,59,0
240,136.5,50.0,60,1
241,137.5,47.0,60,1
242,137.5,46.0,60,1
243,138.75,46.5,60,1
244,138.75,47.5,61,1
245,138.5,45.0,61,1
246,138.5,43.5,61,1
247,138.5,44.0,61,1
248,138.25,44.5,62,1
249,138.25,42.5,62,1
250,138.75,41.0,62,1
251,138.75,40.5,62,1
252,139.0,40.5,63,1
253,140.5,40.5,63,1
254,140.5,38.5,63,1
255,141.25,38.0,63,1
256,141.25,38.5,64,1
257,141.5,38.5,64,1
258,141.5,37.0,64,1
259,141.5,35.5,64,1
260,141.75,34.5,65,1
261,141.75,35.0,65,1
262,140.75,35.5,65,1
263,140.75,34.0,65,1
264,139.0,32.5,66,1
265,138.5,31.5,66,1
266,138.5,31.5,66,1
267,138.5,32.5,66,1
268,138.5,31.5,67,1
269,139.75,29.0,67,1
270,139.75,28.0,67,1
271,140.75,27.5,67,1
272,140.5,27.0,68,1
273,140.5,26.5,68,1
274,139.0,25.5,68,1
275,139.0,25.5,68,1
276,138.0,25.0,69,1
277,138.0,26.0,69,1
278,138.75,25.5,69,1
279,139.5,23.5,69,1
280,139.5,23.0,70,1
281,138.25,22.5,70,1
282,138.25,23.5,70,1
283,137.5,24.5,70,1
284,137.5,23.0,71,1
285,137.25,22.0,71,1
286,137.0,23.0,71,1
287,137.0,24.0,71,1
288,135.5,25.5,72,1
289,135.5,25.5,72,1
290,135.75,24.0,72,1
291,136.25,24.0,72,1
292,136.25,23.5,73,1
