quarter_second,FHR,UC,second,minute
0,121.0,3.0,0,0
1,121.0,3.0,0,0
2,119.0,3.0,0,0
3,119.0,3.0,0,0
4,121.0,3.0,1,0
5,121.0,3.0,1,0
6,122.0,2.0,1,0
7,122.0,2.0,1,0
8,121.0,2.0,2,0
9,123.0,2.0,2,0
10,123.0,2.0,2,0
11,125.0,2.0,2,0
12,125.0,2.0,3,0
13,126.0,2.0,3,0
14,126.0,3.0,3,0
15,126.0,3.0,3,0
16,126.0,3.0,4,0
17,126.0,3.0,4,0
18,126.0,2.0,4,0
19,128.0,2.0,4,0
20,128.0,2.0,5,0
21,129.0,2.0,5,0
22,129.0,2.0,5,0
23,129.0,2.0,5,0
24,129.0,2.0,6,0
25,129.0,2.0,6,0
26,129.0,3.0,6,0
27,129.0,3.0,6,0
28,131.0,3.0,7,0
29,131.0,3.0,7,0
30,129.0,2.0,7,0
31,129.0,2.0,7,0
32,127.0,2.0,8,0
33,127.0,2.0,8,0
34,126.0,2.0,8,0
35,126.0,2.0,8,0
36,126.0,2.0,9,0
37,126.0,2.0,9,0
38,126.0,2.0,9,0
39,126.0,2.0,9,0
40,125.0,3.0,10,0
41,125.0,3.0,10,0
42,125.0,3.0,10,0
43,123.0,3.0,10,0
44,123.0,3.0,11,0
45,120.0,3.0,11,0
46,120.0,2.0,11,0
47,120.0,2.0,11,0
48,120.0,2.0,12,0
49,121.0,2.0,12,0
50,121.0,2.0,12,0
51,121.0,2.0,12,0
52,121.0,2.0,13,0
53,121.0,2.0,13,0
54,121.0,3.0,13,0
55,120.0,3.0,13,0
56,120.0,3.0,14,0
57,120.0,3.0,14,0
58,120.0,2.0,14,0
59,121.0,2.0,14,0
60,121.0,3.0,15,0
61,123.0,3.0,15,0
62,123.0,3.0,15,0
63,123.0,3.0,15,0
64,123.0,3.0,16,0
65,125.0,3.0,16,0
66,125.0,3.0,16,0
67,125.0,3.0,16,0
68,125.0,2.0,17,0
69,126.0,2.0,17,0
70,126.0,2.0,17,0
71,127.0,2.0,17,0
72,127.0,3.0,18,0
73,126.0,3.0,18,0
74,126.0,3.0,18,0
75,128.0,3.0,18,0
76,128.0,3.0,19,0
77,128.0,3.0,19,0
78,126.0,4.0,19,0
