quarter_second,FHR,UC,second,minute
0,140.0,64.5,0,0
1,140.75,64.0,0,0
2,140.75,65.0,0,0
3,138.75,64.5,0,0
4,138.75,64.0,1,0
5,137.75,64.0,1,0
6,137.75,65.0,1,0
7,138.0,64.0,1,0
8,138.0,62.5,2,0
9,138.0,61.5,2,0
10,135.75,60.0,2,0
11,135.75,59.5,2,0
12,134.5,59.0,3,0
13,134.5,57.5,3,0
14,134.0,57.0,3,0
15,134.0,56.0,3,0
16,134.0,56.0,4,0
17,134.5,58.0,4,0
18,134.5,58.0,4,0
19,134.0,56.0,4,0
20,134.0,55.5,5,0
21,134.5,55.5,5,0
22,134.5,55.0,5,0
23,134.5,56.0,5,0
24,135.0,59.0,6,0
25,135.0,60.5,6,0
26,135.0,58.0,6,0
27,134.75,56.0,6,0
28,134.75,56.0,7,0
29,134.25,56.0,7,0
30,134.25,56.5,7,0
31,133.5,57.5,7,0
32,133.5,59.5,8,0
33,133.25,60.5,8,0
34,133.25,59.0,8,0
35,132.75,56.0,8,0
36,132.75,56.0,9,0
37,132.25,55.5,9,0
38,132.25,55.5,9,0
39,129.75,55.5,9,0
40,129.75,56.0,10,0
41,127.5,56.0,10,0
42,127.5,55.0,10,0
43,127.5,55.0,10,0
44,130.25,54.5,11,0
45,130.25,55.0,11,0
46,131.0,56.0,11,0
47,131.0,57.5,11,0
48,131.25,58.5,12,0
49,131.25,57.0,12,0
50,131.75,56.5,12,0
51,131.75,56.0,12,0
52,133.0,57.0,13,0
53,133.0,59.0,13,0
54,132.75,59.5,13,0
55,132.75,57.5,13,0
56,132.5,56.5,14,0
57,132.5,55.5,14,0
58,130.0,55.5,14,0
59,129.75,58.0,14,0
60,129.75,59.0,15,0
61,130.25,57.5,15,0
62,130.25,55.5,15,0
63,131.0,55.0,15,0
64,131.0,55.0,16,0
65,131.75,55.5,16,0
66,131.75,58.0,16,0
67,130.25,58.5,16,0
68,130.25,56.5,17,0
69,130.75,55.5,17,0
70,130.75,54.5,17,0
71,133.0,54.0,17,0
72,133.0,56.5,18,0
73,133.75,57.0,18,0
74,132.75,55.0,18,0
75,132.75,54.0,18,0
76,132.25,52.5,19,0
77,132.25,52.5,19,0
78,130.75,53.5,19,0
79,130.75,54.0,19,0
80,129.0,52.0,20,0
81,127.0,50.5,20,0
82,127.0,50.0,20,0
83,123.5,49.0,20,0
84,123.5,49.0,21,0
85,120.5,50.5,21,0
86,120.5,51.0,21,0
87,116.5,48.0,21,0
88,116.5,46.0,22,0
89,116.0,46.5,22,0
90,116.0,46.0,22,0
91,117.25,45.5,22,0
92,117.25,45.0,23,0
93,119.25,44.5,23,0
94,119.25,43.5,23,0
95,119.25,44.0,23,0
96,122.0,45.0,24,0
97,124.75,43.5,24,0
98,124.75,42.5,24,0
99,128.0,41.5,24,0
100,128.0,40.5,25,0
101,129.25,40.5,25,0
102,129.25,40.0,25,0
103,129.25,40.0,25,0
104,129.25,39.0,26,0
105,130.0,38.5,26,0
106,130.5,39.5,26,0
107,130.5,38.5,26,0
108,130.25,37.5,27,0
109,130.25,37.0,27,0
110,130.25,36.0,27,0
111,130.25,36.0,27,0
112,130.25,35.0,28,0
113,127.5,37.0,28,0
114,127.5,43.0,28,0
115,124.75,40.0,28,0
116,124.75,36.5,29,0
117,122.5,35.5,29,0
118,122.5,35.0,29,0
119,120.25,36.0,29,0
120,120.25,36.0,30,0
121,117.5,37.5,30,0
122,117.5,37.5,30,0
123,117.5,36.0,30,0
124,117.5,35.0,31,0
125,117.5,34.0,31,0
126,119.5,33.5,31,0
127,121.25,33.5,31,0
128,121.25,33.5,32,0
129,122.0,33.0,32,0
130,122.0,32.5,32,0
131,122.75,32.0,32,0
132,122.75,31.5,33,0
133,122.0,31.5,33,0
134,122.0,31.0,33,0
135,120.75,30.5,33,0
136,120.75,30.5,34,0
137,120.25,30.5,34,0
138,120.25,30.5,34,0
139,122.25,30.0,34,0
140,122.25,29.0,35,0
141,122.25,29.0,35,0
142,122.25,29.5,35,0
143,127.0,30.0,35,0
144,127.0,30.5,36,0
145,127.5,30.5,36,0
146,127.5,30.5,36,0
147,128.0,30.0,36,0
148,128.75,30.5,37,0
149,128.75,30.5,37,0
150,129.5,30.5,37,0
151,129.5,31.0,37,0
152,129.75,31.5,38,0
153,129.75,31.5,38,0
154,130.0,31.0,38,0
155,130.0,30.0,38,0
156,128.5,29.5,39,0
157,128.5,29.5,39,0
158,126.0,29.0,39,0
159,126.0,28.5,39,0
160,122.75,28.0,40,0
161,122.75,28.0,40,0
162,122.0,27.0,40,0
163,122.0,26.5,40,0
164,121.25,26.5,41,0
165,121.25,26.0,41,0
166,121.25,26.0,41,0
167,121.25,26.0,41,0
168,123.75,25.5,42,0
169,123.75,24.5,42,0
170,124.25,24.0,42,0
171,125.25,24.0,42,0
172,125.25,24.0,43,0
173,125.5,24.0,43,0
174,125.5,24.0,43,0
175,126.25,23.5,43,0
176,126.25,23.0,44,0
177,126.25,23.0,44,0
178,128.25,22.5,44,0
179,128.25,22.0,44,0
180,128.75,21.5,45,0
181,128.75,21.0,45,0
182,129.0,20.5,45,0
183,129.25,20.5,45,0
184,129.25,20.5,46,0
185,131.75,20.0,46,0
186,131.75,19.5,46,0
187,133.25,19.0,46,0
188,133.25,18.5,47,0
189,133.25,18.5,47,0
190,136.25,19.0,47,0
191,137.5,19.0,47,0
192,137.5,19.0,48,0
193,139.0,19.0,48,0
194,139.0,18.5,48,0
195,139.25,18.5,48,0
196,139.25,18.5,49,0
197,139.25,18.5,49,0
198,139.75,18.5,49,0
199,139.75,18.0,49,0
200,140.5,18.0,50,0
201,140.5,18.5,50,0
202,140.75,19.0,50,0
203,140.75,19.0,50,0
204,139.75,19.0,51,0
