quarter_second,FHR,UC,second,minute
0,128.25,32.0,0,0
1,128.25,31.0,0,0
2,128.25,31.0,0,0
3,128.25,35.0,0,0
4,127.75,35.0,1,0
5,127.75,33.0,1,0
6,127.75,33.0,1,0
7,127.75,28.0,1,0
8,129.25,28.0,2,0
9,129.25,28.0,2,0
10,130.5,28.0,2,0
11,131.0,33.0,2,0
12,131.0,33.0,3,0
13,129.75,36.0,3,0
14,129.75,36.0,3,0
15,129.75,37.0,3,0
16,129.75,37.0,4,0
17,129.25,38.0,4,0
18,129.25,38.0,4,0
19,128.75,37.0,4,0
20,128.75,37.0,5,0
21,128.75,29.0,5,0
22,128.75,29.0,5,0
23,127.75,25.0,5,0
24,127.75,25.0,6,0
25,126.5,32.0,6,0
26,128.25,32.0,6,0
27,128.25,39.0,6,0
28,128.25,39.0,7,0
29,128.25,44.0,7,0
30,129.75,44.0,7,0
31,129.75,47.0,7,0
32,130.5,47.0,8,0
33,130.5,49.0,8,0
34,131.0,49.0,8,0
35,131.0,48.0,8,0
36,134.0,48.0,9,0
37,135.75,47.0,9,0
38,135.75,47.0,9,0
39,139.0,47.0,9,0
40,139.0,47.0,10,0
41,141.5,45.0,10,0
42,144.25,45.0,10,0
43,144.25,41.0,10,0
44,145.0,41.0,11,0
45,145.0,40.0,11,0
46,145.0,40.0,11,0
47,147.0,40.0,11,0
48,147.0,40.0,12,0
49,145.75,39.0,12,0
50,145.75,39.0,12,0
51,147.0,43.0,12,0
52,145.0,43.0,13,0
53,145.0,46.0,13,0
54,143.5,46.0,13,0
55,143.5,47.0,13,0
56,142.25,47.0,14,0
57,141.5,49.0,14,0
58,141.5,49.0,14,0
59,137.0,51.0,14,0
60,137.0,51.0,15,0
61,140.75,51.0,15,0
62,140.75,51.0,15,0
63,139.0,51.0,15,0
64,139.5,51.0,16,0
65,139.5,51.0,16,0
66,138.25,51.0,16,0
67,138.25,47.0,16,0
68,139.5,47.0,17,0
69,139.0,39.0,17,0
70,139.0,39.0,17,0
71,140.25,32.0,17,0
72,140.25,32.0,18,0
73,139.5,33.0,18,0
74,139.5,33.0,18,0
75,140.75,39.0,18,0
76,140.25,39.0,19,0
77,140.25,43.0,19,0
78,140.25,43.0,19,0
79,140.25,45.0,19,0
80,140.75,45.0,20,0
81,142.25,47.0,20,0
82,142.25,47.0,20,0
83,142.25,48.0,20,0
84,142.25,48.0,21,0
85,143.5,46.0,21,0
86,144.25,46.0,21,0
87,144.25,43.0,21,0
88,145.75,43.0,22,0
89,145.75,41.0,22,0
90,146.25,41.0,22,0
91,147.0,42.0,22,0
92,147.0,42.0,23,0
93,148.5,45.0,23,0
94,148.5,45.0,23,0
