quarter_second,FHR,UC,second,minute
0,134.5,6.0,0,0
1,134.5,6.5,0,0
2,134.5,5.0,0,0
3,134.5,4.0,0,0
4,133.75,3.0,1,0
5,133.75,3.0,1,0
6,135.0,3.5,1,0
7,135.0,2.5,1,0
8,134.75,3.5,2,0
9,135.75,4.0,2,0
10,135.75,5.0,2,0
11,137.5,5.5,2,0
12,137.5,5.5,3,0
13,136.5,5.0,3,0
14,136.5,3.5,3,0
15,136.5,2.5,3,0
16,135.25,2.5,4,0
17,135.25,2.5,4,0
18,135.5,2.5,4,0
19,135.5,2.0,4,0
20,135.0,2.5,5,0
21,135.0,2.0,5,0
22,134.5,3.0,5,0
23,135.25,4.5,5,0
24,135.25,5.0,6,0
25,135.0,6.5,6,0
26,135.0,5.0,6,0
27,133.25,4.0,6,0
28,133.25,3.5,7,0
29,132.75,3.0,7,0
30,132.75,3.5,7,0
31,132.75,3.5,7,0
32,132.75,3.5,8,0
33,132.5,5.5,8,0
34,133.5,6.0,8,0
35,133.5,7.5,8,0
36,133.5,8.0,9,0
37,133.5,6.5,9,0
38,133.5,5.0,9,0
39,133.5,4.0,9,0
40,132.75,4.0,10,0
41,133.5,3.5,10,0
42,133.5,4.0,10,0
43,132.25,3.5,10,0
44,132.25,3.5,11,0
45,129.75,3.5,11,0
46,129.75,4.0,11,0
47,129.25,4.5,11,0
48,129.25,5.5,12,0
49,129.5,4.5,12,0
50,129.5,3.5,12,0
51,129.5,2.5,12,0
52,129.5,2.5,13,0
53,130.25,2.5,13,0
54,130.25,2.5,13,0
55,130.25,3.0,13,0
56,129.75,2.5,14,0
57,129.75,3.5,14,0
58,130.5,4.0,14,0
59,130.5,4.5,14,0
60,129.25,5.0,15,0
61,129.25,4.0,15,0
62,130.5,3.5,15,0
63,130.5,3.0,15,0
64,130.75,2.5,16,0
65,130.75,2.5,16,0
66,130.75,2.5,16,0
67,130.5,2.5,16,0
68,130.5,2.0,17,0
69,131.0,2.0,17,0
70,131.0,2.0,17,0
71,129.0,1.0,17,0
72,129.0,2.0,18,0
73,128.25,2.5,18,0
74,128.25,4.0,18,0
75,127.5,4.5,18,0
76,127.75,3.5,19,0
77,127.75,3.0,19,0
78,128.0,2.5,19,0
79,128.0,2.5,19,0
80,128.0,3.0,20,0
81,128.0,3.0,20,0
82,127.75,4.5,20,0
83,127.75,5.5,20,0
84,128.5,6.5,21,0
85,128.0,7.5,21,0
86,128.0,8.5,21,0
87,127.5,8.5,21,0
88,127.5,8.0,22,0
89,129.5,10.0,22,0
90,129.5,8.0,22,0
91,130.75,7.0,22,0
92,130.75,7.0,23,0
93,131.5,7.0,23,0
94,131.5,8.0,23,0
95,132.0,9.0,23,0
96,132.0,9.5,24,0
97,132.0,10.0,24,0
98,132.0,9.5,24,0
99,132.0,9.5,24,0
100,131.0,8.5,25,0
101,131.0,8.5,25,0
102,129.75,8.5,25,0
103,129.75,8.0,25,0
104,122.75,8.0,26,0
105,122.75,7.5,26,0
106,123.5,8.5,26,0
107,123.5,9.5,26,0
108,124.0,10.0,27,0
109,124.0,10.5,27,0
110,125.0,10.0,27,0
111,125.0,9.0,27,0
112,126.25,8.5,28,0
113,126.25,8.0,28,0
114,126.5,8.0,28,0
115,127.0,8.0,28,0
116,127.0,9.5,29,0
117,127.25,10.0,29,0
118,127.25,10.5,29,0
119,128.25,11.5,29,0
120,128.25,11.0,30,0
121,128.75,10.0,30,0
122,128.75,9.5,30,0
123,129.5,9.0,30,0
124,129.5,10.0,31,0
125,130.25,11.0,31,0
126,130.25,12.0,31,0
127,130.0,13.0,31,0
128,129.75,12.5,32,0
129,129.75,11.5,32,0
130,131.5,10.5,32,0
131,131.5,10.5,32,0
132,130.25,11.5,33,0
133,130.25,12.5,33,0
134,129.5,13.5,33,0
135,129.5,14.0,33,0
136,128.5,13.0,34,0
137,128.5,12.5,34,0
138,128.0,11.5,34,0
139,128.0,11.5,34,0
140,128.0,12.5,35,0
141,128.0,13.0,35,0
142,128.0,14.5,35,0
143,128.0,15.0,35,0
144,128.0,14.0,36,0
145,128.0,13.5,36,0
146,128.0,12.5,36,0
147,127.5,12.5,36,0
148,127.5,13.5,37,0
149,127.25,14.0,37,0
150,127.25,15.5,37,0
151,127.25,15.5,37,0
152,127.25,15.5,38,0
153,127.75,14.5,38,0
154,127.75,13.5,38,0
155,128.5,13.5,38,0
156,128.5,14.0,39,0
157,128.5,15.0,39,0
158,128.0,16.0,39,0
159,128.0,16.5,39,0
160,128.0,15.5,40,0
161,128.0,14.5,40,0
162,126.75,13.0,40,0
163,126.75,12.0,40,0
164,126.0,14.5,41,0
165,126.0,15.5,41,0
166,126.0,15.0,41,0
167,126.0,15.0,41,0
168,126.0,15.5,42,0
169,126.0,15.0,42,0
170,126.0,14.0,42,0
171,126.0,15.5,42,0
172,126.0,15.0,43,0
173,127.5,15.0,43,0
174,127.5,13.5,43,0
175,128.0,13.5,43,0
