quarter_second,FHR,UC,second,minute
0,136.25,45.0,0,0
1,135.75,45.0,0,0
2,135.75,44.5,0,0
3,135.5,44.0,0,0
4,135.5,44.0,1,0
5,135.25,44.0,1,0
6,135.25,44.0,1,0
7,134.5,44.5,1,0
8,134.25,45.0,2,0
9,134.25,44.0,2,0
10,134.75,43.5,2,0
11,134.75,42.5,2,0
12,135.5,42.5,3,0
13,135.5,42.5,3,0
14,135.5,42.0,3,0
15,134.25,41.5,3,0
16,134.25,41.5,4,0
17,134.0,41.5,4,0
18,134.0,42.5,4,0
19,134.0,42.0,4,0
20,134.25,41.0,5,0
21,134.25,40.0,5,0
22,135.75,39.5,5,0
23,135.75,39.5,5,0
24,135.75,39.0,6,0
25,135.75,39.0,6,0
26,137.0,38.5,6,0
27,137.0,39.0,6,0
28,137.0,39.0,7,0
29,137.5,39.5,7,0
30,137.5,39.0,7,0
31,138.25,38.0,7,0
32,138.25,37.5,8,0
33,138.75,37.0,8,0
34,138.75,37.0,8,0
35,138.75,36.5,8,0
36,138.25,36.0,9,0
37,138.25,36.0,9,0
38,139.25,36.5,9,0
39,139.25,36.5,9,0
40,139.25,36.0,10,0
41,139.75,35.5,10,0
42,139.75,34.5,10,0
43,139.5,33.5,10,0
44,139.5,33.5,11,0
45,139.5,33.0,11,0
46,139.5,32.5,11,0
47,139.0,32.5,11,0
48,138.25,32.5,12,0
49,138.25,32.5,12,0
50,138.0,32.5,12,0
51,138.0,32.5,12,0
52,138.25,32.0,13,0
53,138.25,31.5,13,0
54,139.75,30.5,13,0
55,139.5,30.5,13,0
56,139.5,30.0,14,0
57,139.0,29.5,14,0
58,139.0,29.5,14,0
59,138.75,29.5,14,0
60,138.75,29.5,15,0
61,138.75,29.5,15,0
62,139.25,29.0,15,0
63,139.25,29.5,15,0
64,139.25,28.5,16,0
65,139.5,27.5,16,0
66,139.5,27.0,16,0
67,139.5,26.5,16,0
68,139.5,26.0,17,0
69,139.5,25.5,17,0
70,139.5,25.0,17,0
71,139.5,24.5,17,0
72,139.5,25.0,18,0
73,138.25,24.5,18,0
74,138.25,24.5,18,0
75,138.5,23.5,18,0
76,138.5,22.5,19,0
77,138.0,22.0,19,0
78,138.0,21.5,19,0
79,138.0,21.5,19,0
80,137.75,21.0,20,0
81,137.75,20.5,20,0
82,138.0,20.0,20,0
83,138.0,19.5,20,0
84,139.0,19.5,21,0
85,139.5,19.5,21,0
86,139.5,19.5,21,0
87,140.0,19.0,21,0
88,140.0,18.5,22,0
89,140.75,18.0,22,0
90,141.5,17.5,22,0
91,141.5,17.0,22,0
92,141.25,16.5,23,0
93,141.25,16.5,23,0
94,141.5,16.0,23,0
95,142.0,15.0,23,0
96,142.0,15.0,24,0
97,142.25,15.0,24,0
98,142.25,15.0,24,0
99,142.25,15.5,24,0
100,143.0,14.5,25,0
101,143.0,13.5,25,0
102,142.75,13.5,25,0
103,142.75,13.5,25,0
104,142.5,13.0,26,0
105,143.0,12.5,26,0
106,143.0,12.0,26,0
107,143.25,11.5,26,0
108,143.25,12.0,27,0
109,143.25,11.5,27,0
110,143.75,11.5,27,0
111,143.75,12.0,27,0
112,143.5,11.0,28,0
113,143.5,10.5,28,0
114,143.5,10.5,28,0
115,143.0,10.0,28,0
116,143.0,10.0,29,0
117,142.5,9.5,29,0
118,142.25,8.5,29,0
119,142.25,8.5,29,0
120,142.0,8.0,30,0
121,142.0,7.5,30,0
122,141.75,8.0,30,0
123,141.25,8.5,30,0
124,141.25,8.0,31,0
125,140.75,8.0,31,0
126,140.75,7.0,31,0
127,140.75,7.0,31,0
128,140.75,7.0,32,0
129,140.75,6.5,32,0
130,140.75,6.5,32,0
131,140.75,6.0,32,0
132,141.25,5.5,33,0
133,141.25,5.5,33,0
134,141.25,5.5,33,0
135,141.25,5.5,33,0
136,141.25,6.0,34,0
137,140.75,6.0,34,0
138,140.75,5.0,34,0
139,140.75,5.0,34,0
140,140.75,4.5,35,0
141,140.25,4.5,35,0
142,140.25,4.5,35,0
143,140.25,4.0,35,0
144,140.25,4.0,36,0
145,140.25,4.0,36,0
146,140.25,3.5,36,0
147,139.75,4.0,36,0
148,139.75,5.0,37,0
149,141.0,5.0,37,0
150,141.25,4.5,37,0
151,141.25,4.5,37,0
152,141.0,3.5,38,0
153,141.0,4.0,38,0
154,141.25,4.0,38,0
155,141.25,3.5,38,0
156,141.25,3.5,39,0
157,141.5,3.0,39,0
158,141.5,3.0,39,0
159,141.5,3.5,39,0
160,141.5,4.5,40,0
161,141.5,4.5,40,0
162,139.25,5.0,40,0
163,139.25,4.5,40,0
164,140.75,3.5,41,0
165,140.75,3.5,41,0
166,141.0,3.5,41,0
167,141.25,4.0,41,0
168,141.25,3.5,42,0
169,141.25,3.5,42,0
170,140.5,4.0,42,0
171,140.5,4.0,42,0
172,140.5,5.0,43,0
173,141.0,5.5,43,0
174,141.0,5.5,43,0
175,141.0,5.0,43,0
176,141.0,4.5,44,0
177,141.0,4.5,44,0
178,140.0,4.5,44,0
179,139.5,4.5,44,0
180,139.5,4.5,45,0
181,139.75,4.5,45,0
182,139.75,4.5,45,0
183,139.75,5.5,45,0
184,139.0,6.0,46,0
185,139.0,7.0,46,0
186,139.0,7.0,46,0
187,139.0,6.0,46,0
188,138.5,6.0,47,0
189,138.5,6.0,47,0
190,140.0,6.0,47,0
191,140.0,6.0,47,0
192,140.0,5.5,48,0
193,136.75,6.0,48,0
194,136.75,6.0,48,0
195,137.25,6.0,48,0
196,137.25,7.5,49,0
197,137.25,8.0,49,0
198,138.75,8.0,49,0
199,138.75,7.0,49,0
200,138.75,6.5,50,0
201,138.75,7.0,50,0
202,140.75,7.0,50,0
203,140.75,7.5,50,0
204,141.25,7.5,51,0
205,141.5,7.0,51,0
206,141.5,7.5,51,0
207,142.0,7.5,51,0
208,142.0,8.0,52,0
209,142.25,9.0,52,0
210,141.75,9.0,52,0
211,141.75,9.0,52,0
212,142.0,9.0,53,0
213,142.0,8.5,53,0
214,143.25,9.5,53,0
215,144.0,9.5,53,0
216,144.0,9.5,54,0
217,142.25,10.0,54,0
218,142.25,9.5,54,0
219,141.0,9.5,54,0
220,141.0,10.0,55,0
221,141.5,11.0,55,0
222,141.75,12.0,55,0
223,141.75,12.0,55,0
224,141.25,11.5,56,0
225,141.25,12.0,56,0
226,140.0,11.5,56,0
227,139.5,11.5,56,0
228,139.5,12.0,57,0
229,138.5,11.5,57,0
230,138.5,11.5,57,0
231,138.5,12.5,57,0
232,138.5,12.0,58,0
233,138.5,12.5,58,0
234,138.75,14.5,58,0
235,138.75,14.5,58,0
236,139.25,14.5,59,0
237,139.25,14.5,59,0
238,139.25,14.5,59,0
239,135.0,15.0,59,0
240,135.0,15.0,60,1
241,134.5,15.0,60,1
242,134.5,15.5,60,1
243,134.5,16.0,60,1
244,134.5,16.5,61,1
245,136.25,18.0,61,1
246,136.25,18.5,61,1
247,136.25,19.0,61,1
248,136.25,19.0,62,1
249,136.25,18.5,62,1
250,135.25,18.5,62,1
251,135.25,19.5,62,1
252,134.75,19.5,63,1
253,134.75,20.0,63,1
254,134.75,20.5,63,1
255,134.25,20.0,63,1
256,134.25,21.5,64,1
257,134.25,23.0,64,1
258,134.25,24.0,64,1
259,134.25,25.0,64,1
260,134.0,25.0,65,1
261,134.0,24.5,65,1
262,134.5,24.0,65,1
263,134.5,24.0,65,1
264,134.0,24.5,66,1
265,134.0,24.0,66,1
266,135.0,24.0,66,1
267,136.25,24.5,66,1
268,136.25,24.5,67,1
269,136.75,25.5,67,1
270,136.75,27.0,67,1
271,136.75,28.5,67,1
272,135.75,29.5,68,1
273,135.75,29.5,68,1
274,135.75,29.0,68,1
275,137.25,29.0,68,1
276,137.25,28.5,69,1
277,137.25,28.5,69,1
278,137.75,28.5,69,1
279,137.75,28.0,69,1
280,137.25,28.0,70,1
281,137.25,28.5,70,1
282,136.0,28.5,70,1
283,136.0,30.0,70,1
284,136.0,30.5,71,1
285,134.75,30.0,71,1
286,134.75,29.5,71,1
287,134.75,29.0,71,1
288,134.75,29.5,72,1
289,134.75,30.0,72,1
290,134.75,30.0,72,1
291,134.75,30.0,72,1
292,135.25,30.0,73,1
293,135.25,29.0,73,1
294,136.0,29.5,73,1
295,136.0,31.0,73,1
296,135.75,31.5,74,1
297,135.75,30.5,74,1
298,135.75,30.5,74,1
299,135.75,30.0,74,1
300,135.25,30.0,75,1
301,135.5,30.5,75,1
302,135.5,30.5,75,1
303,136.25,30.5,75,1
304,136.25,30.5,76,1
305,137.0,31.0,76,1
306,137.0,31.5,76,1
